[2013/1/11 - 19:48:45] [DEBUG] What_Up (113.172.35.110) VIP removed (VIP Expire: 1357901610 | Level: 3)
[2013/3/10 - 15:2:58] [DEBUG] Nyan_Storm (1.54.196.246) VIP removed (VIP Expire: 1361777736 | Level: 3)
[2013/3/10 - 15:4:21] [DEBUG] Ares_Bennett (113.176.185.126) VIP removed (VIP Expire: 1361322941 | Level: 1)
[2013/3/10 - 15:8:52] [DEBUG] FALLS_ETILE (115.78.88.25) VIP removed (VIP Expire: 1360606240 | Level: 3)
[2013/3/10 - 15:9:20] [DEBUG] Black_Bennett (123.20.252.106) VIP removed (VIP Expire: 1361163662 | Level: 3)
[2013/3/10 - 15:11:33] [DEBUG] huy_bonano (123.16.92.47) VIP removed (VIP Expire: 1361248901 | Level: 3)
[2013/3/10 - 15:21:19] [DEBUG] Tungs_Ballas (27.2.158.76) VIP removed (VIP Expire: 1361330305 | Level: 2)
[2013/3/10 - 15:22:30] [DEBUG] Clark_kentz (117.1.35.190) VIP removed (VIP Expire: 1361517836 | Level: 3)
[2013/3/10 - 15:23:18] [DEBUG] FALLS_ETILE (115.78.88.25) VIP removed (VIP Expire: 1360606240 | Level: 3)
[2013/3/10 - 15:23:25] [DEBUG] Ares_Bennett (113.176.185.126) VIP removed (VIP Expire: 1361322941 | Level: 1)
[2013/3/10 - 15:23:42] [DEBUG] Rito_Gix (113.182.197.7) VIP removed (VIP Expire: 1361072178 | Level: 3)
[2013/3/10 - 15:24:2] [DEBUG] Jiang_nhoc (42.117.75.204) VIP removed (VIP Expire: 1361034737 | Level: 3)
[2013/3/10 - 15:24:7] [DEBUG] Mike_Kingpin (222.253.233.15) VIP removed (VIP Expire: 1360812774 | Level: 3)
[2013/3/10 - 15:25:50] [DEBUG] Nyan_Storm (1.54.196.246) VIP removed (VIP Expire: 1361777736 | Level: 3)
[2013/3/10 - 15:26:11] [DEBUG] Mark_Bennett (123.20.198.77) VIP removed (VIP Expire: 1361275193 | Level: 3)
[2013/3/10 - 15:29:3] [DEBUG] Tungs_Ballas (27.2.158.76) VIP removed (VIP Expire: 1361330305 | Level: 2)
[2013/3/10 - 15:38:50] [DEBUG] Tungs_Ballas (27.2.158.76) VIP removed (VIP Expire: 1361330305 | Level: 2)
[2013/3/10 - 15:43:15] [DEBUG] Tungs_Ballas (27.2.158.76) VIP removed (VIP Expire: 1361330305 | Level: 2)
[2013/3/10 - 15:44:20] [DEBUG] huy_bonano (123.16.92.47) VIP removed (VIP Expire: 1361248901 | Level: 3)
[2013/3/10 - 15:46:50] [DEBUG] Jiang_nhoc (42.117.75.204) VIP removed (VIP Expire: 1361034737 | Level: 3)
[2013/3/10 - 15:50:5] [DEBUG] huy_bonano (123.16.92.47) VIP removed (VIP Expire: 1361248901 | Level: 3)
[2013/3/10 - 15:59:14] [DEBUG] Tungs_Ballas (27.2.158.76) VIP removed (VIP Expire: 1361330305 | Level: 2)
[2013/3/10 - 16:5:48] [DEBUG] Long_Killer (113.172.249.12) VIP removed (VIP Expire: 1361456179 | Level: 3)
[2013/3/10 - 16:8:11] [DEBUG] FALLS_ETILE (115.78.88.25) VIP removed (VIP Expire: 1360606240 | Level: 3)
[2013/3/10 - 16:17:12] [DEBUG] Clark_kentz (117.1.38.231) VIP removed (VIP Expire: 1361517836 | Level: 3)
[2013/3/10 - 16:18:6] [DEBUG] Ares_Bennett (123.19.252.3) VIP removed (VIP Expire: 1361322941 | Level: 1)
[2013/3/10 - 16:21:0] [DEBUG] Long_Killer (113.172.249.12) VIP removed (VIP Expire: 1361456179 | Level: 3)
[2013/3/10 - 16:22:52] [DEBUG] Tungs_Ballas (27.2.158.76) VIP removed (VIP Expire: 1361330305 | Level: 2)
[2013/3/10 - 16:25:40] [DEBUG] Mike_Kingpin (222.253.233.15) VIP removed (VIP Expire: 1360812774 | Level: 3)
[2013/3/10 - 16:27:31] [DEBUG] Clark_kentz (117.1.38.231) VIP removed (VIP Expire: 1361517836 | Level: 3)
[2013/3/10 - 16:31:34] [DEBUG] Mike_Kingpin (222.253.233.15) VIP removed (VIP Expire: 1360812774 | Level: 3)
[2013/3/10 - 16:35:20] [DEBUG] Black_Bennett (123.20.252.106) VIP removed (VIP Expire: 1361163662 | Level: 3)
[2013/3/10 - 16:37:30] [DEBUG] Clark_kentz (117.1.38.231) VIP removed (VIP Expire: 1361517836 | Level: 3)
[2013/3/10 - 16:37:36] [DEBUG] Black_Bennett (123.20.252.106) VIP removed (VIP Expire: 1361163662 | Level: 3)
[2013/3/10 - 16:42:10] [DEBUG] Tungs_Ballas (27.2.158.76) VIP removed (VIP Expire: 1361330305 | Level: 2)
[2013/3/10 - 16:43:0] [DEBUG] Black_Bennett (123.20.252.106) VIP removed (VIP Expire: 1361163662 | Level: 3)
[2013/3/10 - 16:43:10] [DEBUG] Mike_Kingpin (222.253.233.15) VIP removed (VIP Expire: 1360812774 | Level: 3)
[2013/3/10 - 16:45:16] [DEBUG] Clark_kentz (117.1.38.231) VIP removed (VIP Expire: 1361517836 | Level: 3)
[2013/3/10 - 16:45:53] [DEBUG] Long_Killer (113.172.249.12) VIP removed (VIP Expire: 1361456179 | Level: 3)
[2013/3/10 - 16:46:0] [DEBUG] jessica_ngocvy (113.162.162.24) VIP removed (VIP Expire: 1361427470 | Level: 3)
[2013/3/10 - 16:46:41] [DEBUG] Tungs_Ballas (27.2.158.76) VIP removed (VIP Expire: 1361330305 | Level: 2)
[2013/3/10 - 16:47:14] [DEBUG] Charlie_Jackson (101.99.24.27) VIP removed (VIP Expire: 1361417759 | Level: 3)
[2013/3/10 - 16:58:46] [DEBUG] Mike_Kingpin (222.253.233.15) VIP removed (VIP Expire: 1360812774 | Level: 3)
[2013/3/10 - 16:58:49] [DEBUG] Clark_kentz (117.1.38.231) VIP removed (VIP Expire: 1361517836 | Level: 3)
[2013/3/10 - 16:59:2] [DEBUG] Black_Bennett (123.20.252.106) VIP removed (VIP Expire: 1361163662 | Level: 3)
[2013/3/10 - 16:59:12] [DEBUG] jessica_ngocvy (113.162.162.24) VIP removed (VIP Expire: 1361427470 | Level: 3)
[2013/3/10 - 16:59:17] [DEBUG] Tungs_Ballas (27.2.158.76) VIP removed (VIP Expire: 1361330305 | Level: 2)
[2013/3/10 - 16:59:34] [DEBUG] Long_Killer (113.172.249.12) VIP removed (VIP Expire: 1361456179 | Level: 3)
[2013/3/10 - 17:8:37] [DEBUG] Tungs_Ballas (27.2.158.76) VIP removed (VIP Expire: 1361330305 | Level: 2)
[2013/3/10 - 17:9:44] [DEBUG] Black_Bennett (123.20.252.106) VIP removed (VIP Expire: 1361163662 | Level: 3)
[2013/3/10 - 17:9:57] [DEBUG] Clark_kentz (117.1.38.231) VIP removed (VIP Expire: 1361517836 | Level: 3)
[2013/3/10 - 17:10:8] [DEBUG] Mike_Kingpin (222.253.233.15) VIP removed (VIP Expire: 1360812774 | Level: 3)
[2013/3/10 - 17:10:51] [DEBUG] jessica_ngocvy (113.162.162.24) VIP removed (VIP Expire: 1361427470 | Level: 3)
[2013/3/10 - 17:13:4] [DEBUG] Long_Killer (113.172.249.12) VIP removed (VIP Expire: 1361456179 | Level: 3)
[2013/3/10 - 17:13:9] [DEBUG] Jiang_nhoc (42.117.75.204) VIP removed (VIP Expire: 1361034737 | Level: 3)
[2013/3/10 - 17:16:41] [DEBUG] huy_bonano (123.16.92.47) VIP removed (VIP Expire: 1361248901 | Level: 3)
[2013/3/10 - 17:40:52] [DEBUG] Long_Killer (113.172.249.12) VIP removed (VIP Expire: 1361456179 | Level: 3)
[2013/3/10 - 17:42:27] [DEBUG] Charlie_Jackson (101.99.24.27) VIP removed (VIP Expire: 1361417759 | Level: 3)
[2013/3/10 - 17:53:29] [DEBUG] Jiang_nhoc (42.117.75.204) VIP removed (VIP Expire: 1361034737 | Level: 3)
[2013/3/10 - 17:54:13] [DEBUG] Jiang_nhoc (42.117.75.204) VIP removed (VIP Expire: 1361034737 | Level: 3)
[2013/3/10 - 18:1:56] [DEBUG] Rock_Stamina (42.119.141.36) VIP removed (VIP Expire: 1361190433 | Level: 3)
[2013/3/10 - 18:18:31] [DEBUG] huy_bonano (123.16.92.47) VIP removed (VIP Expire: 1361248901 | Level: 3)
[2013/3/10 - 18:19:40] [DEBUG] Romance_Pearce (113.172.120.21) VIP removed (VIP Expire: 1361263564 | Level: 3)
[2013/3/10 - 18:28:16] [DEBUG] Nyan_Storm (123.21.139.100) VIP removed (VIP Expire: 1361777736 | Level: 3)
[2013/3/10 - 18:29:10] [DEBUG] Clark_kentz (117.1.38.231) VIP removed (VIP Expire: 1361517836 | Level: 3)
[2013/3/10 - 18:29:22] [DEBUG] Rock_Stamina (42.119.141.36) VIP removed (VIP Expire: 1361190433 | Level: 3)
[2013/3/10 - 18:36:6] [DEBUG] Rito_Gix (113.182.196.33) VIP removed (VIP Expire: 1361072178 | Level: 3)
[2013/3/10 - 18:48:36] [DEBUG] Black_Bennett (123.20.252.106) VIP removed (VIP Expire: 1361163662 | Level: 3)
[2013/3/10 - 18:50:26] [DEBUG] Mark_Bennett (123.20.198.77) VIP removed (VIP Expire: 1361275193 | Level: 3)
[2013/3/10 - 19:1:23] [DEBUG] Mark_Bennett (123.20.198.77) VIP removed (VIP Expire: 1361275193 | Level: 3)
[2013/3/10 - 19:6:29] [DEBUG] Rito_Gix (113.182.196.33) VIP removed (VIP Expire: 1361072178 | Level: 3)
[2013/3/10 - 19:7:52] [DEBUG] jessica_ngocvy (113.162.162.24) VIP removed (VIP Expire: 1361427470 | Level: 3)
[2013/3/10 - 19:8:57] [DEBUG] Ares_Bennett (222.252.247.31) VIP removed (VIP Expire: 1361322941 | Level: 1)
[2013/3/10 - 19:9:51] [DEBUG] FALLS_ETILE (115.78.88.25) VIP removed (VIP Expire: 1360606240 | Level: 3)
[2013/3/10 - 19:10:49] [DEBUG] Rock_Stamina (42.119.141.36) VIP removed (VIP Expire: 1361190433 | Level: 3)
[2013/3/10 - 19:22:36] [DEBUG] Tungs_Ballas (27.2.158.76) VIP removed (VIP Expire: 1361330305 | Level: 2)
[2013/3/10 - 19:24:0] [DEBUG] Mike_Kingpin (222.253.233.15) VIP removed (VIP Expire: 1360812774 | Level: 3)
[2013/3/10 - 19:35:50] [DEBUG] Rod_Diguirez (123.20.252.106) VIP removed (VIP Expire: 1361163662 | Level: 3)
[2013/3/10 - 19:37:7] [DEBUG] FALLS_ETILE (115.78.88.25) VIP removed (VIP Expire: 1360606240 | Level: 3)
[2013/3/10 - 19:38:54] [DEBUG] Ares_Bennett (113.166.248.169) VIP removed (VIP Expire: 1361322941 | Level: 1)
[2013/3/10 - 19:42:20] [DEBUG] Rod_Diguirez (123.20.252.106) VIP removed (VIP Expire: 1361163662 | Level: 3)
[2013/3/10 - 19:49:2] [DEBUG] Mike_Kingpin (222.253.233.15) VIP removed (VIP Expire: 1360812774 | Level: 3)
[2013/3/10 - 19:52:47] [DEBUG] Karuo_Vagos (113.22.210.180) VIP removed (VIP Expire: 1361183444 | Level: 3)
[2013/3/10 - 19:53:44] [DEBUG] Rock_Stamina (42.119.141.36) VIP removed (VIP Expire: 1361190433 | Level: 3)
[2013/3/10 - 20:1:48] [DEBUG] jessica_ngocvy (113.162.162.24) VIP removed (VIP Expire: 1361427470 | Level: 3)
[2013/3/10 - 20:6:33] [DEBUG] Jiang_nhoc (42.117.75.204) VIP removed (VIP Expire: 1361034737 | Level: 3)
[2013/3/10 - 20:8:1] [DEBUG] FALLS_ETILE (115.78.88.25) VIP removed (VIP Expire: 1360606240 | Level: 3)
[2013/3/10 - 20:17:37] [DEBUG] Rito_Gix (113.182.196.33) VIP removed (VIP Expire: 1361072178 | Level: 3)
[2013/3/10 - 20:17:46] [DEBUG] Jiang_nhoc (42.117.75.204) VIP removed (VIP Expire: 1361034737 | Level: 3)
[2013/3/10 - 20:18:21] [DEBUG] Rod_Diguirez (123.20.252.106) VIP removed (VIP Expire: 1361163662 | Level: 3)
[2013/3/10 - 20:18:25] [DEBUG] FALLS_ETILE (115.78.88.25) VIP removed (VIP Expire: 1360606240 | Level: 3)
[2013/3/10 - 20:19:38] [DEBUG] Nyan_Storm (123.21.139.100) VIP removed (VIP Expire: 1361777736 | Level: 3)
[2013/3/10 - 20:22:42] [DEBUG] uzumaki_naruto (113.162.117.115) VIP removed (VIP Expire: 1361270992 | Level: 3)
[2013/3/10 - 20:24:22] [DEBUG] uzumaki_naruto (113.162.117.115) VIP removed (VIP Expire: 1361270992 | Level: 3)
[2013/3/10 - 20:34:52] [DEBUG] Mike_Kingpin (222.253.233.15) VIP removed (VIP Expire: 1360812774 | Level: 3)
[2013/3/10 - 20:45:49] [DEBUG] Mike_Kingpin (171.242.65.92) VIP removed (VIP Expire: 1360812774 | Level: 3)
[2013/3/10 - 20:47:38] [DEBUG] Mike_Kingpin (171.242.65.92) VIP removed (VIP Expire: 1360812774 | Level: 3)
[2013/3/10 - 20:50:28] [DEBUG] Clark_kentz (117.1.38.231) VIP removed (VIP Expire: 1361517836 | Level: 3)
[2013/3/10 - 20:57:31] [DEBUG] Clark_kentz (117.1.38.231) VIP removed (VIP Expire: 1361517836 | Level: 3)
[2013/3/10 - 21:0:37] [DEBUG] Romance_Pearce (113.172.120.21) VIP removed (VIP Expire: 1361263564 | Level: 3)
[2013/3/10 - 21:8:10] [DEBUG] uzumaki_naruto (113.162.117.115) VIP removed (VIP Expire: 1361270992 | Level: 3)
[2013/3/10 - 21:14:2] [DEBUG] uzumaki_naruto (113.162.117.115) VIP removed (VIP Expire: 1361270992 | Level: 3)
[2013/3/10 - 21:20:53] [DEBUG] Rito_Gix (113.182.196.33) VIP removed (VIP Expire: 1361072178 | Level: 3)
[2013/3/10 - 21:21:31] [DEBUG] Long_Killer (113.172.249.12) VIP removed (VIP Expire: 1361456179 | Level: 3)
[2013/3/10 - 21:27:37] [DEBUG] Rod_Diguirez (123.20.252.106) VIP removed (VIP Expire: 1361163662 | Level: 3)
[2013/3/10 - 21:27:51] [DEBUG] Jiang_nhoc (42.117.75.204) VIP removed (VIP Expire: 1361034737 | Level: 3)
[2013/3/10 - 21:29:25] [DEBUG] Mike_Kingpin (171.242.65.92) VIP removed (VIP Expire: 1360812774 | Level: 3)
[2013/3/10 - 21:31:11] [DEBUG] Long_Killer (113.172.249.12) VIP removed (VIP Expire: 1361456179 | Level: 3)
[2013/3/10 - 21:33:39] [DEBUG] Karuo_Vagos (113.22.210.180) VIP removed (VIP Expire: 1361183444 | Level: 3)
[2013/3/10 - 21:42:13] [DEBUG] Rock_Stamina (42.119.141.36) VIP removed (VIP Expire: 1361190433 | Level: 3)
[2013/3/10 - 21:43:37] [DEBUG] Romance_Pearce (113.172.120.21) VIP removed (VIP Expire: 1361263564 | Level: 3)
[2013/3/10 - 21:48:12] [DEBUG] Nyan_Storm (1.54.196.246) VIP removed (VIP Expire: 1361777736 | Level: 3)
[2013/3/10 - 21:48:31] [DEBUG] Jiang_nhoc (42.117.75.204) VIP removed (VIP Expire: 1361034737 | Level: 3)
[2013/3/10 - 21:50:43] [DEBUG] Rod_Diguirez (123.20.252.106) VIP removed (VIP Expire: 1361163662 | Level: 3)
[2013/3/10 - 22:20:56] [DEBUG] FALLS_ETILE (222.253.232.46) VIP removed (VIP Expire: 1360606240 | Level: 3)
[2013/3/10 - 22:35:36] [DEBUG] Rod_Diguirez (123.20.252.106) VIP removed (VIP Expire: 1361163662 | Level: 3)
[2013/3/10 - 22:55:46] [DEBUG] Mike_Kingpin (171.242.65.92) VIP removed (VIP Expire: 1360812774 | Level: 3)
[2013/3/10 - 23:0:18] [DEBUG] Nyan_Storm (1.54.196.246) VIP removed (VIP Expire: 1361777736 | Level: 3)
[2013/3/10 - 23:3:22] [DEBUG] Leon_Madrie (123.20.252.106) VIP removed (VIP Expire: 1361163662 | Level: 3)
[2013/3/10 - 23:14:26] [DEBUG] FALLS_ETILE (222.253.232.46) VIP removed (VIP Expire: 1360606240 | Level: 3)
[2013/3/10 - 23:16:9] [DEBUG] Nyan_Storm (1.54.196.246) VIP removed (VIP Expire: 1361777736 | Level: 3)
[2013/3/10 - 23:24:58] [DEBUG] Rock_Stamina (42.119.141.36) VIP removed (VIP Expire: 1361190433 | Level: 3)
[2013/3/10 - 23:35:31] [DEBUG] FALLS_ETILE (222.253.232.46) VIP removed (VIP Expire: 1360606240 | Level: 3)
[2013/3/10 - 23:36:45] [DEBUG] FALLS_ETILE (222.253.232.46) VIP removed (VIP Expire: 1360606240 | Level: 3)
[2013/3/10 - 23:38:35] [DEBUG] Nyan_Storm (1.54.196.246) VIP removed (VIP Expire: 1361777736 | Level: 3)
[2013/3/10 - 23:41:14] [DEBUG] Rock_Stamina (42.119.141.36) VIP removed (VIP Expire: 1361190433 | Level: 3)
[2013/3/11 - 0:0:3] [DEBUG] FALLS_ETILE (222.253.232.46) VIP removed (VIP Expire: 1360606240 | Level: 3)
[2013/3/11 - 0:2:28] [DEBUG] Rock_Stamina (42.119.141.36) VIP removed (VIP Expire: 1361190433 | Level: 3)
[2013/3/11 - 5:27:20] [DEBUG] Ares_Bennett (123.19.249.200) VIP removed (VIP Expire: 1361322941 | Level: 1)
[2013/3/11 - 5:59:16] [DEBUG] Rock_Stamina (42.119.141.36) VIP removed (VIP Expire: 1361190433 | Level: 3)
[2013/3/11 - 6:47:50] [DEBUG] Ares_Bennett (123.19.255.199) VIP removed (VIP Expire: 1361322941 | Level: 1)
[2013/3/11 - 7:2:55] [DEBUG] Rock_Stamina (42.119.141.36) VIP removed (VIP Expire: 1361190433 | Level: 3)
[2013/3/11 - 7:18:52] [DEBUG] Romance_Pearce (115.78.121.229) VIP removed (VIP Expire: 1361263564 | Level: 3)
[2013/3/11 - 7:28:18] [DEBUG] Ares_Bennett (113.166.242.29) VIP removed (VIP Expire: 1361322941 | Level: 1)
[2013/3/11 - 7:42:30] [DEBUG] Ares_Bennett (113.166.242.29) VIP removed (VIP Expire: 1361322941 | Level: 1)
[2013/3/11 - 7:46:23] [DEBUG] Romance_Pearce (115.78.121.229) VIP removed (VIP Expire: 1361263564 | Level: 3)
[2013/3/11 - 8:10:7] [DEBUG] Ares_Bennett (113.166.242.29) VIP removed (VIP Expire: 1361322941 | Level: 1)
[2013/3/11 - 8:16:40] [DEBUG] Tung_Dragon_Ghost (115.79.100.55) VIP removed (VIP Expire: 1361330305 | Level: 2)
[2013/3/11 - 8:16:44] [DEBUG] Ares_Bennett (113.166.244.214) VIP removed (VIP Expire: 1361322941 | Level: 1)
[2013/3/11 - 8:17:58] [DEBUG] Romance_Pearce (115.78.121.229) VIP removed (VIP Expire: 1361263564 | Level: 3)
[2013/3/11 - 8:26:51] [DEBUG] Mike_Kingpin (222.253.232.143) VIP removed (VIP Expire: 1360812774 | Level: 3)
[2013/3/11 - 8:36:38] [DEBUG] Ares_Bennett (113.166.244.214) VIP removed (VIP Expire: 1361322941 | Level: 1)
[2013/3/11 - 8:42:36] [DEBUG] Ares_Bennett (113.166.244.214) VIP removed (VIP Expire: 1361322941 | Level: 1)
[2013/3/11 - 8:47:9] [DEBUG] Ares_Bennett (113.166.244.214) VIP removed (VIP Expire: 1361322941 | Level: 1)
[2013/3/11 - 8:51:22] [DEBUG] Rock_Stamina (42.119.141.36) VIP removed (VIP Expire: 1361190433 | Level: 3)
[2013/3/11 - 8:51:40] [DEBUG] Ares_Bennett (113.166.244.214) VIP removed (VIP Expire: 1361322941 | Level: 1)
[2013/3/11 - 8:54:48] [DEBUG] Romance_Pearce (115.78.121.229) VIP removed (VIP Expire: 1361263564 | Level: 3)
[2013/3/11 - 8:58:34] [DEBUG] Mike_Kingpin (222.253.232.78) VIP removed (VIP Expire: 1360812774 | Level: 3)
[2013/3/11 - 9:2:41] [DEBUG] Mike_Kingpin (222.253.232.78) VIP removed (VIP Expire: 1360812774 | Level: 3)
[2013/3/11 - 9:8:45] [DEBUG] Mike_Kingpin (222.253.232.78) VIP removed (VIP Expire: 1360812774 | Level: 3)
[2013/3/11 - 9:9:20] [DEBUG] Ares_Bennett (113.166.244.214) VIP removed (VIP Expire: 1361322941 | Level: 1)
[2013/3/11 - 9:27:54] [DEBUG] Ares_Bennett (113.166.244.214) VIP removed (VIP Expire: 1361322941 | Level: 1)
[2013/3/11 - 9:30:15] [DEBUG] Ares_Bennett (113.166.244.214) VIP removed (VIP Expire: 1361322941 | Level: 1)
[2013/3/11 - 9:34:44] [DEBUG] Ares_Bennett (113.166.244.214) VIP removed (VIP Expire: 1361322941 | Level: 1)
[2013/3/11 - 9:45:6] [DEBUG] Ares_Bennett (222.252.245.144) VIP removed (VIP Expire: 1361322941 | Level: 1)
[2013/3/11 - 10:10:13] [DEBUG] Ares_Bennett (123.19.253.143) VIP removed (VIP Expire: 1361322941 | Level: 1)
[2013/3/11 - 10:11:18] [DEBUG] Mike_Kingpin (222.253.232.78) VIP removed (VIP Expire: 1360812774 | Level: 3)
[2013/3/11 - 10:18:43] [DEBUG] Tung_Dragon_Ghost (27.2.158.89) VIP removed (VIP Expire: 1361330305 | Level: 2)
[2013/3/11 - 11:7:39] [DEBUG] Tung_Dragon_Ghost (27.2.158.89) VIP removed (VIP Expire: 1361330305 | Level: 2)
[2013/3/11 - 11:18:5] [DEBUG] Clark_kentz (117.1.38.231) VIP removed (VIP Expire: 1361517836 | Level: 3)
[2013/3/11 - 11:18:29] [DEBUG] Bore_Dang (118.68.149.16) VIP removed (VIP Expire: 1361102996 | Level: 3)
[2013/3/11 - 11:19:46] [DEBUG] Bore_Dang (118.68.149.16) VIP removed (VIP Expire: 1361102996 | Level: 3)
[2013/3/11 - 11:20:54] [DEBUG] Mike_Kingpin (222.253.232.78) VIP removed (VIP Expire: 1360812774 | Level: 3)
[2013/3/11 - 11:21:57] [DEBUG] Bore_Dang (118.68.149.16) VIP removed (VIP Expire: 1361102996 | Level: 3)
[2013/3/11 - 11:38:52] [DEBUG] Hyuga_Kojiro (42.118.82.174) VIP removed (VIP Expire: 1361668862 | Level: 3)
[2013/3/11 - 11:43:10] [DEBUG] Bore_Dang (183.80.15.155) VIP removed (VIP Expire: 1361102996 | Level: 3)
[2013/3/11 - 11:44:48] [DEBUG] Nyan_Storm (1.54.196.246) VIP removed (VIP Expire: 1361777736 | Level: 3)
[2013/3/11 - 11:47:29] [DEBUG] Bore_Dang (183.80.15.155) VIP removed (VIP Expire: 1361102996 | Level: 3)
[2013/3/11 - 11:48:0] [DEBUG] Bore_Dang (183.80.15.155) VIP removed (VIP Expire: 1361102996 | Level: 3)
[2013/3/11 - 11:49:35] [DEBUG] Bore_Dang (183.80.15.155) VIP removed (VIP Expire: 1361102996 | Level: 3)
[2013/3/11 - 11:49:44] [DEBUG] Hyuga_Kojiro (42.118.82.174) VIP removed (VIP Expire: 1361668862 | Level: 3)
[2013/3/11 - 11:51:1] [DEBUG] Bore_Dang (183.80.15.155) VIP removed (VIP Expire: 1361102996 | Level: 3)
[2013/3/11 - 11:51:33] [DEBUG] Bore_Dang (183.80.15.155) VIP removed (VIP Expire: 1361102996 | Level: 3)
[2013/3/11 - 11:52:6] [DEBUG] Bore_Dang (183.80.15.155) VIP removed (VIP Expire: 1361102996 | Level: 3)
[2013/3/11 - 12:6:45] [DEBUG] Hyuga_Kojiro (42.118.82.174) VIP removed (VIP Expire: 1361668862 | Level: 3)
[2013/3/11 - 12:8:11] [DEBUG] FALLS_ETILE (123.23.83.83) VIP removed (VIP Expire: 1360606240 | Level: 3)
[2013/3/11 - 12:23:30] [DEBUG] Nyan_Storm (1.54.196.246) VIP removed (VIP Expire: 1361777736 | Level: 3)
[2013/3/11 - 12:24:28] [DEBUG] Clark_kentz (117.1.38.231) VIP removed (VIP Expire: 1361517836 | Level: 3)
[2013/3/11 - 12:24:37] [DEBUG] Rito_Gix (113.182.197.189) VIP removed (VIP Expire: 1361072178 | Level: 3)
[2013/3/11 - 12:30:49] [DEBUG] Rito_Gix (113.182.197.189) VIP removed (VIP Expire: 1361072178 | Level: 3)
[2013/3/11 - 12:32:23] [DEBUG] Nyan_Storm (1.54.196.246) VIP removed (VIP Expire: 1361777736 | Level: 3)
[2013/3/11 - 12:43:18] [DEBUG] FALLS_ETILE (123.23.83.83) VIP removed (VIP Expire: 1360606240 | Level: 3)
[2013/3/11 - 12:59:13] [DEBUG] FALLS_ETILE (123.23.83.83) VIP removed (VIP Expire: 1360606240 | Level: 3)
[2013/3/11 - 13:12:19] [DEBUG] FALLS_ETILE (123.23.83.83) VIP removed (VIP Expire: 1360606240 | Level: 3)
[2013/3/11 - 14:24:14] [DEBUG] Nyan_Storm (1.54.196.246) VIP removed (VIP Expire: 1361777736 | Level: 3)
[2013/3/11 - 14:38:2] [DEBUG] Nyan_Storm (123.21.139.100) VIP removed (VIP Expire: 1361777736 | Level: 3)
[2013/3/11 - 14:42:26] [DEBUG] Nyan_Storm (123.21.139.100) VIP removed (VIP Expire: 1361777736 | Level: 3)
[2013/3/11 - 15:42:54] [DEBUG] Nyan_Storm (123.21.139.100) VIP removed (VIP Expire: 1361777736 | Level: 3)
[2013/3/11 - 15:43:47] [DEBUG] FALLS_ETILE (115.78.88.25) VIP removed (VIP Expire: 1360606240 | Level: 3)
[2013/3/11 - 15:49:41] [DEBUG] FALLS_ETILE (115.78.88.25) VIP removed (VIP Expire: 1360606240 | Level: 3)
[2013/3/11 - 15:50:3] [DEBUG] Hyuga_Kojiro (42.118.82.174) VIP removed (VIP Expire: 1361668862 | Level: 3)
[2013/3/11 - 15:50:14] [DEBUG] Nyan_Storm (123.21.139.100) VIP removed (VIP Expire: 1361777736 | Level: 3)
[2013/3/11 - 16:9:51] [DEBUG] Mark_Bennett (123.20.198.77) VIP removed (VIP Expire: 1361275193 | Level: 3)
[2013/3/11 - 16:11:23] [DEBUG] Nyan_Storm (123.21.139.100) VIP removed (VIP Expire: 1361777736 | Level: 3)
[2013/3/11 - 16:12:2] [DEBUG] Hyuga_Kojiro (42.118.82.174) VIP removed (VIP Expire: 1361668862 | Level: 3)
[2013/3/11 - 16:12:15] [DEBUG] Bore_Dang (118.68.237.56) VIP removed (VIP Expire: 1361102996 | Level: 3)
[2013/3/11 - 16:13:26] [DEBUG] FALLS_ETILE (115.78.88.25) VIP removed (VIP Expire: 1360606240 | Level: 3)
[2013/3/11 - 16:18:59] [DEBUG] Bore_Dang (118.68.237.56) VIP removed (VIP Expire: 1361102996 | Level: 3)
[2013/3/11 - 16:19:27] [DEBUG] Hyuga_Kojiro (42.118.82.174) VIP removed (VIP Expire: 1361668862 | Level: 3)
[2013/3/11 - 16:19:27] [DEBUG] Nyan_Storm (123.21.139.100) VIP removed (VIP Expire: 1361777736 | Level: 3)
[2013/3/11 - 16:19:40] [DEBUG] Mark_Bennett (123.20.198.77) VIP removed (VIP Expire: 1361275193 | Level: 3)
[2013/3/11 - 16:19:41] [DEBUG] FALLS_ETILE (115.78.88.25) VIP removed (VIP Expire: 1360606240 | Level: 3)
[2013/3/11 - 16:29:28] [DEBUG] Clark_kentz (117.1.38.231) VIP removed (VIP Expire: 1361517836 | Level: 3)
[2013/3/11 - 16:51:0] [DEBUG] Rock_Stamina (42.119.196.92) VIP removed (VIP Expire: 1361190433 | Level: 3)
[2013/3/11 - 16:54:46] [DEBUG] FALLS_ETILE (115.78.88.25) VIP removed (VIP Expire: 1360606240 | Level: 3)
[2013/3/11 - 16:55:32] [DEBUG] Mark_Bennett (123.20.198.77) VIP removed (VIP Expire: 1361275193 | Level: 3)
[2013/3/11 - 16:56:31] [DEBUG] Nyan_Storm (123.21.139.100) VIP removed (VIP Expire: 1361777736 | Level: 3)
[2013/3/11 - 16:57:10] [DEBUG] Bore_Dang (118.68.237.56) VIP removed (VIP Expire: 1361102996 | Level: 3)
